TipType	TipTemplateId	TipType	TipTemplateId	Notice	zh_CN	en_US	pt_PT	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP
1008029		1008029		卡牌抽奖缺少钥匙	货币不足 !	You don't have enough currency	Moeda insuficiente	Moeda insuficiente	Вам не хватает валюты	통화가 충분하지 않습니다	Vous n'avez pas assez de devises	Pas assez de monnaie. !	No tienes suficiente moneda	Non hai abbastanza valuta	Anda tidak memiliki cukup mata uang	คุณไม่มีเงินเพียงพอ	Yeterli para biriminiz yok	Thiếu tiền	通貨が足りない。 !
1008030		1008030		卡牌抽奖背包满了	背包已满 !	Your backpack is full	Sua mochila cheia	Sua mochila cheia	Ваш рюкзак полон	배낭이 가득 찼습니다	Votre sac à dos est plein	Le sac à dos est plein. !	Tu mochila esta llena	Il tuo zaino è pieno	Ransel Anda penuh	กระเป๋าเป้ของคุณเต็ม	Sırt çantanız dolu	Ba lô đã đầy	バックパックは満杯です。 !
1008031		1008031		钻石点升级提示	▢FFFFFFFF钻石升级到%1s级	▢FFFFFFFFDiamond upgraded to level %1s	▢FFFFFFFFDiamante atualizou para nível%1s	▢FFFFFFFFDiamante atualizou para nível%1s	▢FFFFFFFF Алмаз улучшен до уровня %1s	▢FFFFFFFF다이아몬드가 %1s 레벨로 업그레이드되었습니다.	▢FFFFFFFFDiamond mis à niveau au niveau%1s	▢FFFFFFFFSurclassement en diamant vers%1sNiveau	▢FFFFFFFFDiamond actualizado al nivel%1s	▢FFFFFFFF Diamante aggiornato al livello%1s	▢FFFFFFFFBerlian ditingkatkan ke level%1s	▢FFFFFFFF เพชรอัพเกรดเป็นระดับ%1s	▢FFFFFFFFElmas%1s düzeyine yükseltildi	▢FFFFFFFFKim cương nâng cấp đến %1s	▢FFFFFFFFダイヤモンドにアップグレード%1sレベル
1008032		1008032		绿宝石点升级提示	▢FFFFFFFF绿宝石升级到%1s级	▢FFFFFFFFEmerald upgraded to level %1s	▢FFFFFFFFEsmeralda atualizou para nível%1s	▢FFFFFFFFEsmeralda atualizou para nível%1s	▢FFFFFFFFИзумруд повышен до уровня %1s	▢FFFFFFFF에메랄드 가 %1s 레벨로 업그레이드되었습니다	▢FFFFFFFFEmerald amélioré au niveau%1s	▢FFFFFFFFEmeraudes améliorées à%1sNiveau	▢FFFFFFFFEmerald actualizado al nivel%1s	▢FFFFFFFFEmerald aggiornato al livello%1s	▢FFFFFFFFEmerald ditingkatkan ke level%1s	▢FFFFFFFF มรกต อัปเกรดเป็นระดับ%1s วินาที	▢FFFFFFFFEmerald%1s seviyesine yükseltildi	▢FFFFFFFFNgọc bích nâng cấp đến %1s	▢FFFFFFFFエメラルドがアップグレード%1sレベル
1008033	msgOutOfArea	1008033	msgOutOfArea	超出地图范围	▢FFFFFFFF你已超出地图范围!!!	▢FFFFFFFFYou are out of the map!	▢FFFFFFFFVocê está fora do mapa!	▢FFFFFFFFVocê está fora do mapa!	▢FFFFFFFFВы вне карты!	▢FFFFFFFF지도에서 벗어났습니다!	▢FFFFFFFFVous êtes hors de la carte!	▢FFFFFFFFVous êtes hors de portée de la carte !!!	▢FFFFFFFF¡Estás fuera del mapa!	▢FFFFFFFFSei fuori dalla mappa!	▢FFFFFFFFAnda keluar dari peta!	▢FFFFFFFF คุณออกไปจากแผนที่แล้ว!	▢FFFFFFFFHarita dışındasınız!	▢FFFFFFFFBạn đã vượt qua bản đồ!!!	▢FFFFFFFF地図の範囲から外れている!!!
1008034	Red	1008034	Red	红队	红队	Red	Red	Red	Крас.	Red	Red	Équipe rouge	Red	Red	Red	Red	Red	Red	赤チーム
1008035	Blue	1008035	Blue	蓝队	蓝队	Blue	Blue	Blue	Син.	Blue	Blue	Équipe bleue	Blue	Blue	Blue	Blue	Blue	Blue	ブルーチーム
1008036	Green	1008036	Green	绿队	绿队	Green	Green	Green	Зел.	Green	Green	Équipe verte	Green	Green	Green	Green	Green	Green	グリーンチーム
1008037	Yellow	1008037	Yellow	黄队	黄队	Yellow	Yellow	Yellow	Жел.	Yellow	Yellow	Équipe jaune	Yellow	Yellow	Yellow	Yellow	Yellow	Yellow	イエローチーム
1008038		1008038		调整队伍	▢FFFFFFFF为了游戏平衡，调整了队伍%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFAjustou a equipe %1s para o equilíbrio do jogo	▢FFFFFFFFAjustou a equipe %1s para o equilíbrio do jogo	▢FFFFFFFF Баланс за игру, настроить команду%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFÉquipes ajustées pour l'équilibre du jeu%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFF ยอดคงเหลือสำหรับเกมปรับทีม%1s	▢FFFFFFFFBalance for the game,Adjust the team%1s	▢FFFFFFFFĐiều chỉnh đội ngũ vì sự cân bằng%1s	▢FFFFFFFFゲームバランスを考慮してチームを調整%1s
1008039	Cyan	1008039	Cyan	青队	青队	Cyan	Cyan	Cyan	Зел.	Cyan	Cyan	L'équipe verte	Cyan	Cyan	Cyan	Cyan	Cyan	Cyan	グリーンチーム
1008040	White	1008040	White	白队	白队	White	White	White	Бел.	White	White	Équipe blanche	White	White	White	White	White	White	白チーム
1008041	Pink	1008041	Pink	粉队	粉队	Pink	Pink	Pink	Роз.	Pink	Pink	L'équipe rose	Pink	Pink	Pink	Pink	Pink	Pink	ピンクチーム
1008042	Gray	1008042	Gray	灰队	灰队	Gray	Gray	Gray	Сер.	Gray	Gray	Équipe grise	Gray	Gray	Gray	Gray	Gray	Gray	グレーチーム
1008043	msgBuyArrow	1008043	msgBuyArrow	不能购买弩箭	▢FFFFFFFF不能购买弩箭	▢FFFFFFFFCannot purchase Arrows	▢FFFFFFFFCannot comprar Setas	▢FFFFFFFFCannot comprar Setas	▢FFFFFFFFАрбалет не купишь.	▢FFFFFFFF화살표 구매 불가	▢FFFFFFFFKann keine Pfeile kaufen	▢FFFFFFFFIncapable d'acheter des flèches	▢FFFFFFFFNo puedes comprar Flechas	▢FFFFFFFFImpossibile acquistare frecce	▢FFFFFFFFCtidak dapat membeli Panah	▢FFFFFFFFไม่สามารถซื้อธนูหน้าไม้ได้	▢FFFFFFFFtatar yayı okları satın alamaz	▢FFFFFFFFkhông thể mua cung tên nỏ	▢FFFFFFFFクロスボウの購入ができない
1008044		1008044		龙倒计时	▢FF00FFFF你的骑龙状态即将结束	▢FF00FFFFYour dragon riding is about to be ended	▢FF00FFFFYour está prestes a terminar a cavalgada do dragão	▢FF00FFFFYour está prestes a terminar a cavalgada do dragão	▢FFFFFFFFВаша поездка на драконе подходит к концу.	▢FF00FFFF당신의 드래곤 라이딩이 곧 종료됩니다	▢FF00FFFFDein Drachenreiten wird gleich beendet	▢FF00FFFFVotre chevauchée du dragon est sur le point de prendre fin.	▢FF00FFFFSu monta de dragón está a punto de terminar	▢FF00FFFFIl tuo cavalcare il drago sta per essere terminato	▢FF00FFFFTunggangan naga Anda akan segera berakhir	▢FF00FFFFสถานะการขี่มังกรของคุณกำลังจะสิ้นสุดลง	▢FF00FFFFEjderhaya binme durumunuz sona ermek üzere	▢FF00FFFFTrạng thái cưỡi rồng của bạn sắp kết thúc	▢FF00FFFFあなたのドラゴンライディングのステータスはもうすぐ終わります。
1008045		1008045		凋零倒计时	▢FF00FFFF你的凋零状态即将结束	▢FF00FFFFYour belight riding is about to be ended	▢FF00FFFFYour A cavalgada à luz do sino está prestes a terminar	▢FF00FFFFYour A cavalgada à luz do sino está prestes a terminar	▢FFFFFFFFВаша поездка на  Блайт подходит к концу.	▢FF00FFFF당신의 비 라이트 라이딩이 곧 종료됩니다	▢FF00FFFFYour belight riding is about to be ended	▢FF00FFFFYVotre équitation est sur le point de se terminer.	▢FF00FFFFSu monta de caballo está a punto de terminar	▢FF00FFFFLa tua cavalcatura di belight sta per essere terminata	▢FF00FFFFKuda belight Anda akan segera berakhir	▢FF00FFFFสภาวะเหี่ยวเฉาของคุณกำลังจะสิ้นสุดลง	▢FF00FFFFsolmuş haliniz sona ermek üzere	▢FF00FFFFtrạng thái khô héo của bạn sắp kết thúc	▢FF00FFFFあなたの枯れたステータスはもうすぐ終わります
1008046		1008046		骑乘时不能使用道具	▢FF00FFFF骑乘时不能使用道具	▢FF00FFFFItems cannot be used while riding	▢FF00FFFFItems não pode ser usado durante a pedalada	▢FF00FFFFItems não pode ser usado durante a pedalada	▢FFFFFFFFНевозможно использовать предмет во время езды	▢FF00FFFF라이딩 중에는 아이템 사용 불가	▢FF00FFFFGegenstände können während des Reitens nicht verwendet werden	▢FF00FFFFLes objets ne peuvent pas être utilisés pendant l'équitation.	▢FF00FFFFLos objetos no se pueden usar mientras se monta	▢FF00FFFFGli oggetti non possono essere usati mentre stai cavalcando	▢FF00FFFFItem tidak dapat digunakan saat berkendara	▢FF00FFFFไม่สามารถใช้อุปกรณ์ประกอบฉากขณะขี่ได้	▢FF00FFFFsürüş sırasında sahne kullanamaz	▢FF00FFFFkhông thể sử dụng đạo cụ khi đang cưỡi ngựa	▢FF00FFFF走行中に小道具を使用できない
1008047	msgBuyArrow	1008047	msgBuyArrow	需要先购买大力弩	▢FFFFFFFF需要先购买弩	▢FFFFFFFFYou need to purchase the crossbow first	▢FFFFFFFFYou precisa comprar a besta primeiro	▢FFFFFFFFYou precisa comprar a besta primeiro	▢FFFFFFFFСначала нужно купить арбалет	▢FFFFFFFF석궁을 먼저 구매해야합니다.	▢FFFFFFFFDu musst die Armbrust erst kaufen	▢FFFFFFFFVous devez d'abord acheter l'arbalète.	▢FFFFFFFFTienes que comprar la ballesta primero	▢FFFFFFFFDevi prima acquistare la balestra	▢FFFFFFFFAnda perlu membeli panah otomatis terlebih dahulu	▢FFFFFFFFต้องซื้อหน้าไม้ก่อน	▢FFFFFFFFönce tatar yayı satın almalı	▢FFFFFFFFcần mua nỏ trước	▢FFFFFFFFクロスボウを先に購入する必要があります
1008048		1008048		不能使用道具的提示	▢FFFFFFFF滑翔状态不能使用道具	▢FFFFFFFFCannot use items while gliding	▢FFFFFFFFCannot use itens enquanto desliza	▢FFFFFFFFCannot use itens enquanto desliza	▢FFFFFFFFНевозможно использовать предмет в глиссирующем состоянии	▢FFFFFFFF글라이딩 중에는 아이템 사용 불가	▢FFFFFFFFGegenstände können während des Gleitens nicht benutzt werden	▢FFFFFFFFPas d'objets utilisables en planan	▢FFFFFFFFNo puedes usar objetos mientras planeas	▢FFFFFFFFNon puoi usare gli oggetti mentre stai planando	▢FFFFFFFFCtidak dapat menggunakan item saat meluncur	▢FFFFFFFFสถานะการร่อนไม่สามารถใช้อุปกรณ์ประกอบฉากได้	▢FFFFFFFFkayma durumu sahne donanımı kullanamaz	▢FFFFFFFFtrạng thái lướt không thể sử dụng đạo cụ	▢FFFFFFFFグライディング中にプロップを使用することはできません
1046001	GameName	1046001	GameName	游戏名称	起床战争	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War	Bed War
1046002	GameName	1046002	GameName	游戏名称	超过特权最大时间	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Dépassement de la durée maximale du privilège	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	Exceeding the maximum time of privilege	特権の最大時間を超えること
1046003	GameName	1046003	GameName	秘宝挑战结束提示	本轮秘宝挑战将在%1s天后结束	The challenge will end in %1s day	O desafio terminará em %1s dia	O desafio terminará em %1s dia	Задача закончится через%1s день	도전은 %1s 일 후에 종료됩니다.	Die Herausforderung endet in%1s Tag	Cette manche du Secret Treasure Challenge se terminera en%1sSe termine en jours	El reto de tesodo acabará después de %1s día	La sfida terminerà tra%1s giorno	Tantangan akan berakhir dalam%1s hari	ความท้าทายจะสิ้นสุดใน%1s วัน	Yarışma%1s gün içinde sona erecek	Thử thách sẽ kết thúc sau%1s ngày	このラウンドのシークレット・トレジャー・チャレンジの終了は%1s日で終了
1046004	GameName	1046004	GameName	秘宝挑战结束提示	挑战将在%1s天后结束，最快完成需要%2s天。	The challenge will end in %1s day, with %2s days as soon as possible.	O desafio terminará em %1s dia, com %2s dias assim que possível.	O desafio terminará em %1s dia, com %2s dias assim que possível.	Задание закончится через%1s день, а через%2s дней как можно скорее.	도전은 %1s 일 후에 종료되며 가능한 한 빨리 %2s 일이 걸립니다.	Die Herausforderung endet in%1s Tag, mit%2s Tagen so schnell wie möglich.	Le défi se terminera en%1sse terminent en jours, le délai d'achèvement le plus court étant le suivant%2sjours.	El reto acabará después de %1s día, %2s lo antes posible	La sfida terminerà tra%1s giorno, con%2s giorni il prima possibile.	Tantangan akan berakhir dalam %1s hari, dengan %2s hari secepat mungkin.	ความท้าทายจะสิ้นสุดใน%1s วันโดยให้%2s วันโดยเร็วที่สุด	Yarışma,%1s gün içinde,%2s gün en kısa sürede sona erecek.	Thử thách sẽ kết thúc sau%1s ngày, với%2s ngày sớm nhất có thể.	挑戦が終わるのは%1s日で終了し、最も早い完了時間は%2s日間です。
1046005	GameName	1046005	GameName	秘宝挑战日拆床任务	每天拆掉敌人%1s张床	Remove %1s enemy bed every day	Remova %1s cama inimiga todos os dias	Remova %1s cama inimiga todos os dias	Убирайте%1s вражескую кровать каждый день	매일 %1s 적 침대 제거	Entferne jeden Tag%1s feindliches Bett	Démolir l'ennemi chaque jour%1sLits	Destruir %1s cama de enemigos cada día	Rimuovi%1s letto nemico ogni giorno	Hapus%1s tempat tidur musuh setiap hari	ลบเตียงศัตรู%1s ทุกวัน	Her gün%1s düşman yatağını kaldırın	Loại bỏ giường đối phương%1s mỗi ngày	毎日のように敵を殲滅する%1sベッド
1046006	GameName	1046006	GameName	秘宝挑战日搭方块任务	每天在游戏内搭建%1s个方块	Build %1s block in the game every day	Construir bloco %1s no jogo todos os dias	Construir bloco %1s no jogo todos os dias	Стройте%1s блок в игре каждый день	매일 게임에서 %1s 블록을 만드세요	Baue jeden Tag%1s Block im Spiel	Construire dans le jeu%1sUn cube par jour	Construir %1s bloque en el juego cada día	Costruisci il blocco%1s nel gioco ogni giorno	Bangun%1s blok di game setiap hari	สร้างบล็อก%1s ในเกมทุกวัน	Oyunda her gün%1s blok oluşturun	Xây dựng khối%1s trong trò chơi mỗi ngày	ゲーム内での構築%1s1日1キューブ
1046007	GameName	1046007	GameName	秘宝挑战日伤害任务	每天对敌人造成%1s点伤害	Deal %1s point of damage to the enemy every day	Causa %1s ponto de dano ao inimigo todos os dias	Causa %1s ponto de dano ao inimigo todos os dias	Наносить%1s урона противнику каждый день	매일 적에게 %1s 포인트의 피해를줍니다.	Füge dem Feind jeden Tag%1s Schadenspunkt zu	Offre spéciale%1sPoints de dégâts	Causar %1s daño a enemigos cada día	Infligge%1s danni al nemico ogni giorno	Memberikan%1s poin kerusakan pada musuh setiap hari	ทำความเสียหาย %1s วินาทีให้กับศัตรูทุกวัน	Her gün düşmana%1s puan hasar verin	Gây sát thương%1s giây cho kẻ thù mỗi ngày	ディール%1sダメージのポイント
1046008	GameName	1046008	GameName	秘宝挑战日击败任务	每天在游戏内击败%1s个敌人	Defeat %1s enemy in the game every day	Derrote %1s inimigo no jogo todos os dias	Derrote %1s inimigo no jogo todos os dias	Ежедневно побеждайте%1s врага в игре	매일 게임에서 %1s 적을 처치하십시오	Besiege jeden Tag%1s Gegner im Spiel	Vaincre%1sVaincre un ennemi par jour	Derrotar a %1s enemigo en el juego cada día	Sconfiggi%1s nemico nel gioco ogni giorno	Kalahkan%1s musuh dalam game setiap hari	เอาชนะศัตรู %1s ในเกมทุกวัน	Her gün oyunda%1s düşmanı yen	Đánh bại kẻ thù%1s giây trong trò chơi mỗi ngày	敗北%1s1日に1体の敵を倒す
1046009	GameName	1046009	GameName	秘宝挑战日收集钻石任务	每天在游戏内收集%1s个钻石	Collect %1s diamond in the game every day	Colete %1s diamantes no jogo todos os dias	Colete %1s diamantes no jogo todos os dias	Собирайте%1s алмаз в игре каждый день	매일 게임에서 %1s 다이아몬드 수집	Sammle jeden Tag%1s Diamanten im Spiel	Collectez des diamants en jeu par jour%1sDiamants	Recolectar %1s diamante en el juego cada día	Raccogli%1s diamante nel gioco ogni giorno	Kumpulkan%1s berlian dalam game setiap hari	รวบรวมเพชร %1s ในเกมทุกวัน	Her gün oyunda%1s elmas toplayın	Thu thập kim cương%1s trong trò chơi mỗi ngày	1日にゲーム内のダイヤモンドを集める%1sダイヤモンド
1046010	GameName	1046010	GameName	秘宝挑战日收集宝石任务	每天在游戏内收集%1s个绿宝石	Collect %1s emerald in the game every day	Colete esmeralda %1s no jogo todos os dias	Colete esmeralda %1s no jogo todos os dias	Собирайте изумруд%1s в игре каждый день	매일 게임에서 %1s 에메랄드 수집	Sammle jeden Tag%1s Smaragd im Spiel	Collecter dans le jeu%1sÉmeraudes	Recolectar %1s esmeralda en el juego cada día	Raccogli%1s smeraldo nel gioco ogni giorno	Kumpulkan%1s zamrud dalam game setiap hari	รวบรวม%1s มรกตในเกมทุกวัน	Oyunda her gün%1s zümrüt toplayın	Thu thập%1s emerald trong trò chơi mỗi ngày	ゲーム内で集める%1sエメラルド
1046011	GameName	1046011	GameName	秘宝挑战日对战任务	每天进行%1s局任意模式的对战	Play %1s game in any mode every day	Jogue o jogo %1s em qualquer modo todos os dias	Jogue o jogo %1s em qualquer modo todos os dias	Играйте в игру%1s каждый день в любом режиме	매일 모든 모드에서 %1s 게임 플레이	Spielen Sie jeden Tag%1s in einem beliebigen Modus	Jouer%1sJouez à n'importe quel mode de jumelage	Jugar %1s partida de algún modo cada día	Gioca al gioco%1s in qualsiasi modalità ogni giorno	Mainkan game%1s dalam mode apa pun setiap hari	เล่นเกม%1s ในโหมดใดก็ได้ทุกวัน	Her gün%1s oyununu herhangi bir modda oynayın	Chơi trò chơi%1s ở bất kỳ chế độ nào mỗi ngày	プレイ%1sマッチメイキングのあらゆるモードをプレイ
1046012	GameName	1046012	GameName	秘宝挑战日登录任务	每天登录%1s次游戏	Log in to the game once a day	Entre no jogo uma vez por dia	Entre no jogo uma vez por dia	Входить в игру один раз в день	하루에 한 번 게임에 로그인	Melde dich einmal am Tag beim Spiel an	Se connecter tous les jours%1sJouer	Iniciar sesión %1s vez cada día	Accedi al gioco una volta al giorno	Masuk ke game sekali sehari	ล็อกอินเข้าเกมวันละครั้ง	Oyuna günde bir kez giriş yapın	Đăng nhập vào game mỗi ngày một lần	毎日のログイン%1sプレイ
1046013	GameName	1046013	GameName	秘宝挑战日前10任务	每天获得%1s次前10名的战绩	Get %1s top 10 records every day	Obtenha %1s dos 10 melhores registros todos os dias	Obtenha %1s dos 10 melhores registros todos os dias	Получайте%1s лучших 10 записей каждый день	매일 %1s 상위 10 개 레코드 가져 오기	Holen Sie sich jeden Tag%1s Top 10-Datensätze	Obtenez un quotidien%1sLes 10 meilleurs temps de combat	Ocupar uno de los primeros 10 puestos %1s vez cada día	Ottieni%1s primi 10 record ogni giorno	Dapatkan%1s 10 rekaman teratas setiap hari	รับ%1s บันทึก 10 อันดับแรกทุกวัน	Her gün%1s ilk 10 kaydını alın	Nhận%1s 10 bản ghi hàng đầu mỗi ngày	毎日の%1sトップ10の戦闘回数
1046014	GameName	1046014	GameName	秘宝挑战日宝箱任务	每天开启%1s个宝箱	Open %1s treasure chest every day	Abra o caixa do tesouro %1s todos os dias	Abra o caixa do tesouro %1s todos os dias	Открывайте сундук с сокровищами%1s каждый день	매일 %1s 보물 상자 열기	Öffne jeden Tag%1s Schatzkiste	Ouvrir%1sUn coffre à trésor	Abrir %1s cofre de tesoro cada día	Apri lo scrigno del tesoro%1s ogni giorno	Buka peti harta karun%1s setiap hari	เปิดหีบสมบัติ%1s ทุกวัน	Her gün%1s hazine sandığı açın	Mở rương%1s giây mỗi ngày	オープン%1s一つの宝箱
1046015	GameName	1046015	GameName	秘宝挑战日钥匙任务	每天消耗%1s个钥匙	Spend %1s key per day	Gaste a chave %1s por dia	Gaste a chave %1s por dia	Тратить%1s ключа в день	하루에 %1s 키 사용	Geben Sie%1s Schlüssel pro Tag aus	Consommez%1sClés	Consumir %1s llave cada día	Spendi%1s chiave al giorno	Belanjakan kunci%1s per hari	ใช้คีย์%1s วินาทีต่อวัน	Günde%1s anahtar harcayın	Sử dụng phím%1s mỗi ngày	消費する%1sキー
1046016	GameName	1046016	GameName	秘宝挑战周拆床任务	每周拆掉敌人%1s张床	Remove %1s enemy bed every week	Remova %1s cama inimiga toda semana	Remova %1s cama inimiga toda semana	Удалите%1s вражескую кровать каждую неделю	매주 %1s 적 침대를 제거하십시오	Entferne jede Woche%1s feindliches Bett	Démolir des ennemis chaque semaine%1sLits	Destruir %1s cama de enemigos cada semana	Rimuovi%1s letto nemico ogni settimana	Hapus%1s tempat tidur musuh setiap minggu	ลบเตียงศัตรู%1s ทุกสัปดาห์	Her hafta%1s düşman yatağını kaldırın	Loại bỏ giường đối phương%1s giây mỗi tuần	毎週のように敵を殲滅する%1sベッド
1046017	GameName	1046017	GameName	秘宝挑战周搭方块任务	每周在游戏内搭建%1s个方块	Build %1s block in the game every week	Construir bloco %1s no jogo todas as semanas	Construir bloco %1s no jogo todas as semanas	Каждую неделю создавайте в игре блок%1s	매주 게임에서 %1s 블록을 만드세요	Baue jede Woche%1s Block im Spiel	Construire des blocs en jeu par semaine%1sConstruire un cube par semaine	Construir %1s bloque en el juego cada semana	Costruisci il blocco%1s nel gioco ogni settimana	Bangun%1s blok di game setiap minggu	สร้างบล็อก%1s ในเกมทุกสัปดาห์	Her hafta oyunda%1s blok oluşturun	Xây dựng khối%1s trong trò chơi mỗi tuần	週に一度、ゲーム内のブロックを構築%1s週に1回、キューブを作る
1046018	GameName	1046018	GameName	秘宝挑战周伤害任务	每周对敌人造成%1s点伤害	Deal %1s point of damage to the enemy every week	Causa %1s ponto de dano ao inimigo todas as semanas	Causa %1s ponto de dano ao inimigo todas as semanas	Каждую неделю наносите%1s сек. Урона врагу	매주 적에게 %1s 포인트의 피해를줍니다.	Füge dem Feind jede Woche% 1 Schadenspunkt zu	Inflict%1sPoints de dégâts	Causar %1s daño a enemigos cada semana	Infliggi%1s punti di danno al nemico ogni settimana	Memberikan%1s poin kerusakan pada musuh setiap minggu	ทำความเสียหาย%1s วินาทีให้กับศัตรูทุกสัปดาห์	Her hafta düşmana%1s puan hasar verin	Gây sát thương%1s giây cho kẻ địch mỗi tuần	炎上%1sダメージのポイント
1046019	GameName	1046019	GameName	秘宝挑战周击败任务	每周在游戏内击败%1s个敌人	Defeat %1s enemy in the game every week	Derrote %1s inimigo no jogo todas as semanas	Derrote %1s inimigo no jogo todas as semanas	Побеждайте%1s врага в игре каждую неделю	매주 게임에서 %1s 적을 처치하십시오	Besiege jede Woche%1s Gegner im Spiel	Vaincre%1sVaincre un ennemi par semaine	Derrotar a %1s enemigo en el juego cada semana	Sconfiggi%1s nemico nel gioco ogni settimana	Kalahkan%1s musuh dalam game setiap minggu	เอาชนะศัตรู%1s ในเกมทุกสัปดาห์	Her hafta oyunda%1s düşmanı yen	Đánh bại kẻ thù%1s giây trong trò chơi mỗi tuần	敗北%1s1週間に1回、敵を倒す
1046020	GameName	1046020	GameName	秘宝挑战周收集钻石任务	每周在游戏内收集%1s个钻石	Collect %1s diamond in the game every week	Colete %1s diamantes no jogo todas as semanas	Colete %1s diamantes no jogo todas as semanas	Собирайте%1s алмаз в игре каждую неделю	매주 게임에서 %1s 다이아몬드 수집	Sammle jede Woche%1s Diamanten im Spiel	Collectez des diamants en jeu par semaine%1sDiamants	Recolectar %1s diamante en el juego cada semana	Raccogli%1s diamante nel gioco ogni settimana	Kumpulkan%1s berlian dalam game setiap minggu	รวบรวมเพชร%1s ในเกมทุกสัปดาห์	Her hafta oyunda%1s elmas toplayın	Thu thập kim cương%1s trong trò chơi mỗi tuần	1週間でゲーム内のダイヤモンドを集める%1sダイヤモンド
1046021	GameName	1046021	GameName	秘宝挑战周收集宝石任务	每周在游戏内收集%1s个绿宝石	Collect %1s emerald in the game every week	Colete esmeralda %1s no jogo todas as semanas	Colete esmeralda %1s no jogo todas as semanas	Собирайте изумруд%1s в игре каждую неделю	매주 게임에서 %1s 에메랄드 수집	Sammle jede Woche%1s Smaragd im Spiel	Collecter dans le jeu%1sÉmeraudes	Recolectar %1s esmeralda en el juego cada semana	Raccogli%1s smeraldo nel gioco ogni settimana	Kumpulkan%1s zamrud dalam game setiap minggu	รวบรวม%1s มรกตในเกมทุกสัปดาห์	Her hafta oyunda%1s zümrüt toplayın	Thu thập%1s ngọc lục bảo trong trò chơi mỗi tuần	ゲーム内で集める%1sエメラルド
1046022	GameName	1046022	GameName	秘宝挑战周对战任务	每周进行%1s局任意模式的对战	Play %1s game in any mode every week	Jogue o jogo %1s em qualquer modo todas as semanas	Jogue o jogo %1s em qualquer modo todas as semanas	Играйте в игру%1s в любом режиме каждую неделю	매주 모든 모드에서 %1s 게임 플레이	Spiele jede Woche%1s in einem beliebigen Modus	Jouer%1sJouez à n'importe quel mode de jumelage	Jugar %1s partida de algún modo cada semana	Gioca al gioco%1s in qualsiasi modalità ogni settimana	Mainkan game%1s dalam mode apa pun setiap minggu	เล่นเกม%1s ในโหมดใดก็ได้ทุกสัปดาห์	Her hafta herhangi bir modda%1s oyunu oynayın	Chơi trò chơi%1s ở bất kỳ chế độ nào hàng tuần	プレイ%1sマッチメイキングのあらゆるモードをプレイ
1046023	GameName	1046023	GameName	秘宝挑战周登录任务	每周登录%1s次游戏	Log in to the game %1s times a week	Entrar no jogo %1s vezes por semana	Entrar no jogo %1s vezes por semana	Входить в игру%1s раз в неделю	일주일에 %1s 번 게임에 로그인하십시오	Melde dich mal pro Woche%1s beim Spiel an	Connectez-vous chaque semaine%1sJouez le jeu plusieurs fois	Iniciar sesión %1s vez cada semana	Accedi al gioco%1s volte a settimana	Masuk ke game%1s kali seminggu	ลงชื่อเข้าใช้เกม%1s ครั้งต่อสัปดาห์	Haftada%1s oyuna giriş yapın	Đăng nhập vào trò chơi%1s lần một tuần	毎週ログイン%1sゲームを何度もプレイする
1046024	GameName	1046024	GameName	秘宝挑战周前10任务	每周获得%1s次前10名的战绩	Achieve %1s top 10 records every week	Alcance %1s dos 10 melhores registros todas as semanas	Alcance %1s dos 10 melhores registros todas as semanas	Достигайте 10 лучших рекордов каждую неделю	매주 %1s 상위 10 개 기록 달성	Erreiche jede Woche%1s Top 10-Rekorde	Gagnez un salaire hebdomadaire%1sLes 10 meilleurs résultats	Ocupar uno de los primeros 10 puestos %1s vez cada semana	Ottieni%1s primi 10 record ogni settimana	Mencapai%1s 10 rekor teratas setiap minggu	ทำสถิติสูงสุด 10 อันดับแรกของ%1s ทุกสัปดาห์	Her hafta%1s ilk 10 kaydını elde edin	Đạt được%1s top 10 kỷ lục mỗi tuần	週刊誌に掲載される%1sトップ10の結果
